"filename", "language", "Batch", "XML", "Makefile", "Ini", "Shell Script", "C++", "Lua", "C", "TeX", "LaTeX", "BibTeX", "CMake", "Markdown", "YAML", "Python", "reStructuredText", "Objective-C", "Objective-C++", "CSS", "HTML", "Less", "SCSS", "Groovy", "JavaScript", "comment", "blank", "total"
"d:\Projects\nodens-engine\Moxxi\vendor\spdlog\include\spdlog\sinks\wincolor_sink-inl.h", "C++", 0, 0, 0, 0, 0, 139, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 22, 176
"d:\Projects\nodens-engine\Moxxi\vendor\spdlog\include\spdlog\sinks\wincolor_sink.h", "C++", 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 17, 86
"d:\Projects\nodens-engine\Moxxi\vendor\spdlog\include\spdlog\spdlog-inl.h", "C++", 0, 0, 0, 0, 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 28, 126
"d:\Projects\nodens-engine\Moxxi\vendor\spdlog\include\spdlog\spdlog.h", "C++", 0, 0, 0, 0, 0, 211, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 67, 346
"d:\Projects\nodens-engine\Moxxi\vendor\spdlog\include\spdlog\stopwatch.h", "C++", 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 10, 69
"d:\Projects\nodens-engine\Moxxi\vendor\spdlog\include\spdlog\tweakme.h", "C++", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 116, 19, 136
"d:\Projects\nodens-engine\Moxxi\vendor\spdlog\include\spdlog\version.h", "C++", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 11
"d:\Projects\nodens-engine\Moxxi\vendor\spdlog\logos\jetbrains-variant-4.svg", "XML", 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 44
"d:\Projects\nodens-engine\Moxxi\vendor\spdlog\scripts\extract_version.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 18
"d:\Projects\nodens-engine\Moxxi\vendor\spdlog\scripts\format.sh", "Shell Script", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 17
"d:\Projects\nodens-engine\Moxxi\vendor\spdlog\src\async.cpp", "C++", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 14
"d:\Projects\nodens-engine\Moxxi\vendor\spdlog\src\cfg.cpp", "C++", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 9
"d:\Projects\nodens-engine\Moxxi\vendor\spdlog\src\color_sinks.cpp", "C++", 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 52
"d:\Projects\nodens-engine\Moxxi\vendor\spdlog\src\file_sinks.cpp", "C++", 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 21
"d:\Projects\nodens-engine\Moxxi\vendor\spdlog\src\fmt.cpp", "C++", 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 19, 69
"d:\Projects\nodens-engine\Moxxi\vendor\spdlog\src\spdlog.cpp", "C++", 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 27
"d:\Projects\nodens-engine\Moxxi\vendor\spdlog\src\stdout_sinks.cpp", "C++", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 30
"d:\Projects\nodens-engine\Moxxi\vendor\spdlog\tests\CMakeLists.txt", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11, 71
"d:\Projects\nodens-engine\Moxxi\vendor\spdlog\tests\catch.hpp", "C++", 0, 0, 0, 0, 0, 13700, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1116, 3144, 17960
"d:\Projects\nodens-engine\Moxxi\vendor\spdlog\tests\includes.h", "C++", 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 26
"d:\Projects\nodens-engine\Moxxi\vendor\spdlog\tests\main.cpp", "C++", 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"d:\Projects\nodens-engine\Moxxi\vendor\spdlog\tests\test_async.cpp", "C++", 0, 0, 0, 0, 0, 163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 27, 191
"d:\Projects\nodens-engine\Moxxi\vendor\spdlog\tests\test_backtrace.cpp", "C++", 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 66
"d:\Projects\nodens-engine\Moxxi\vendor\spdlog\tests\test_cfg.cpp", "C++", 0, 0, 0, 0, 0, 153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 184
"d:\Projects\nodens-engine\Moxxi\vendor\spdlog\tests\test_create_dir.cpp", "C++", 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 9, 76
"d:\Projects\nodens-engine\Moxxi\vendor\spdlog\tests\test_daily_logger.cpp", "C++", 0, 0, 0, 0, 0, 158, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 33, 205
"d:\Projects\nodens-engine\Moxxi\vendor\spdlog\tests\test_dup_filter.cpp", "C++", 0, 0, 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 91
"d:\Projects\nodens-engine\Moxxi\vendor\spdlog\tests\test_errors.cpp", "C++", 0, 0, 0, 0, 0, 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16, 134
"d:\Projects\nodens-engine\Moxxi\vendor\spdlog\tests\test_eventlog.cpp", "C++", 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 72
"d:\Projects\nodens-engine\Moxxi\vendor\spdlog\tests\test_file_helper.cpp", "C++", 0, 0, 0, 0, 0, 135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 18, 158
"d:\Projects\nodens-engine\Moxxi\vendor\spdlog\tests\test_file_logging.cpp", "C++", 0, 0, 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 21, 101
"d:\Projects\nodens-engine\Moxxi\vendor\spdlog\tests\test_fmt_helper.cpp", "C++", 0, 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 107
"d:\Projects\nodens-engine\Moxxi\vendor\spdlog\tests\test_macros.cpp", "C++", 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15, 56
"d:\Projects\nodens-engine\Moxxi\vendor\spdlog\tests\test_misc.cpp", "C++", 0, 0, 0, 0, 0, 210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 57, 272
"d:\Projects\nodens-engine\Moxxi\vendor\spdlog\tests\test_mpmc_q.cpp", "C++", 0, 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 21, 107
"d:\Projects\nodens-engine\Moxxi\vendor\spdlog\tests\test_pattern_formatter.cpp", "C++", 0, 0, 0, 0, 0, 418, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 86, 513
"d:\Projects\nodens-engine\Moxxi\vendor\spdlog\tests\test_registry.cpp", "C++", 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 14, 117
"d:\Projects\nodens-engine\Moxxi\vendor\spdlog\tests\test_sink.h", "C++", 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 14, 80
"d:\Projects\nodens-engine\Moxxi\vendor\spdlog\tests\test_stdout_api.cpp", "C++", 0, 0, 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 11, 99
"d:\Projects\nodens-engine\Moxxi\vendor\spdlog\tests\test_stopwatch.cpp", "C++", 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 36
"d:\Projects\nodens-engine\Moxxi\vendor\spdlog\tests\test_systemd.cpp", "C++", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16
"d:\Projects\nodens-engine\Moxxi\vendor\spdlog\tests\test_time_point.cpp", "C++", 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 37
"d:\Projects\nodens-engine\Moxxi\vendor\spdlog\tests\utils.cpp", "C++", 0, 0, 0, 0, 0, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14, 128
"d:\Projects\nodens-engine\Moxxi\vendor\spdlog\tests\utils.h", "C++", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 18
"d:\Projects\nodens-engine\Plugins\ALG\ALG.vcxproj", "XML", 0, 168, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 168
"d:\Projects\nodens-engine\Plugins\ALG\Makefile", "Makefile", 0, 0, 172, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 27, 210
"d:\Projects\nodens-engine\Plugins\ALG\src\ALG.h", "C++", 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"d:\Projects\nodens-engine\Plugins\ALG\src\Core.h", "C++", 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17
"d:\Projects\nodens-engine\Plugins\ALG\src\Grid\Grid2D.cpp", "C++", 0, 0, 0, 0, 0, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 34, 171
"d:\Projects\nodens-engine\Plugins\ALG\src\Grid\Grid2D.h", "C++", 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 13, 64
"d:\Projects\nodens-engine\Plugins\ALG\src\Grid\Grid2DCoarsening.cpp", "C++", 0, 0, 0, 0, 0, 143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 19, 195
"d:\Projects\nodens-engine\Plugins\ALG\src\Grid\Grid2DRefinement.cpp", "C++", 0, 0, 0, 0, 0, 392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 123, 48, 563
"d:\Projects\nodens-engine\Plugins\ALG\src\Grid\MHC\MHC.cpp", "C++", 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 29
"d:\Projects\nodens-engine\Plugins\ALG\src\Grid\MHC\MHC.h", "C++", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 9, 51
"d:\Projects\nodens-engine\Plugins\ALG\src\Grid\Nodes\BoundaryNode.cpp", "C++", 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 20
"d:\Projects\nodens-engine\Plugins\ALG\src\Grid\Nodes\BoundaryNode.h", "C++", 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 25
"d:\Projects\nodens-engine\Plugins\ALG\src\Grid\Nodes\CellBunch.cpp", "C++", 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 10, 71
"d:\Projects\nodens-engine\Plugins\ALG\src\Grid\Nodes\CellBunch.h", "C++", 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 6, 29
"d:\Projects\nodens-engine\Plugins\ALG\src\Grid\Nodes\CellNode.cpp", "C++", 0, 0, 0, 0, 0, 160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 31, 196
"d:\Projects\nodens-engine\Plugins\ALG\src\Grid\Nodes\CellNode.h", "C++", 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 20, 92
"d:\Projects\nodens-engine\Plugins\ALG\src\Grid\Nodes\Node.cpp", "C++", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"d:\Projects\nodens-engine\Plugins\ALG\src\Grid\Nodes\Node.h", "C++", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"d:\Projects\nodens-engine\Plugins\ALG\src\Grid\Nodes\NodeData.cpp", "C++", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"d:\Projects\nodens-engine\Plugins\ALG\src\Grid\Nodes\NodeData.h", "C++", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 13
"d:\Projects\nodens-engine\Plugins\ALG\src\Grid\Nodes\TransitionNode.cpp", "C++", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24
"d:\Projects\nodens-engine\Plugins\ALG\src\Grid\Nodes\TransitionNode.h", "C++", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 27
"d:\Projects\nodens-engine\Plugins\ALG\src\Log.cpp", "C++", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15
"d:\Projects\nodens-engine\Plugins\ALG\src\Log.h", "C++", 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 39
"d:\Projects\nodens-engine\Plugins\ALG\src\Math\Vector2D.cpp", "C++", 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 23
"d:\Projects\nodens-engine\Plugins\ALG\src\Math\Vector2D.h", "C++", 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 21
"d:\Projects\nodens-engine\Plugins\ALG\src\algpch.cpp", "C++", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\Projects\nodens-engine\Plugins\ALG\src\algpch.h", "C++", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"d:\Projects\nodens-engine\Plugins\ALG\vendor\spdlog\.travis.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 27, 156
"d:\Projects\nodens-engine\Plugins\ALG\vendor\spdlog\CMakeLists.txt", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 55, 324
"d:\Projects\nodens-engine\Plugins\ALG\vendor\spdlog\README.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 402, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 467
"d:\Projects\nodens-engine\Plugins\ALG\vendor\spdlog\appveyor.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 115
"d:\Projects\nodens-engine\Plugins\ALG\vendor\spdlog\bench\CMakeLists.txt", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 42
"d:\Projects\nodens-engine\Plugins\ALG\vendor\spdlog\bench\async_bench.cpp", "C++", 0, 0, 0, 0, 0, 154, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 24, 187
"d:\Projects\nodens-engine\Plugins\ALG\vendor\spdlog\bench\bench.cpp", "C++", 0, 0, 0, 0, 0, 158, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 31, 248
"d:\Projects\nodens-engine\Plugins\ALG\vendor\spdlog\bench\formatter-bench.cpp", "C++", 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 12, 81
"d:\Projects\nodens-engine\Plugins\ALG\vendor\spdlog\bench\latency.cpp", "C++", 0, 0, 0, 0, 0, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 27, 178
"d:\Projects\nodens-engine\Plugins\ALG\vendor\spdlog\bench\utils.h", "C++", 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 35
"d:\Projects\nodens-engine\Plugins\ALG\vendor\spdlog\cmake\ide.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 19
"d:\Projects\nodens-engine\Plugins\ALG\vendor\spdlog\cmake\spdlogCPack.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 61
"d:\Projects\nodens-engine\Plugins\ALG\vendor\spdlog\cmake\utils.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 63
"d:\Projects\nodens-engine\Plugins\ALG\vendor\spdlog\example\CMakeLists.txt", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 5, 24
"d:\Projects\nodens-engine\Plugins\ALG\vendor\spdlog\example\example.cpp", "C++", 0, 0, 0, 0, 0, 252, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 49, 369
"d:\Projects\nodens-engine\Plugins\ALG\vendor\spdlog\include\spdlog\async.h", "C++", 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 18, 98
"d:\Projects\nodens-engine\Plugins\ALG\vendor\spdlog\include\spdlog\async_logger-inl.h", "C++", 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 13, 93
"d:\Projects\nodens-engine\Plugins\ALG\vendor\spdlog\include\spdlog\async_logger.h", "C++", 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 15, 69
"d:\Projects\nodens-engine\Plugins\ALG\vendor\spdlog\include\spdlog\cfg\argv.h", "C++", 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 9, 45
"d:\Projects\nodens-engine\Plugins\ALG\vendor\spdlog\include\spdlog\cfg\env.h", "C++", 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 6, 39
"d:\Projects\nodens-engine\Plugins\ALG\vendor\spdlog\include\spdlog\cfg\helpers-inl.h", "C++", 0, 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 16, 121
"d:\Projects\nodens-engine\Plugins\ALG\vendor\spdlog\include\spdlog\cfg\helpers.h", "C++", 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 6, 30
"d:\Projects\nodens-engine\Plugins\ALG\vendor\spdlog\include\spdlog\common-inl.h", "C++", 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17, 83
"d:\Projects\nodens-engine\Plugins\ALG\vendor\spdlog\include\spdlog\common.h", "C++", 0, 0, 0, 0, 0, 282, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 58, 360
"d:\Projects\nodens-engine\Plugins\ALG\vendor\spdlog\include\spdlog\details\backtracer-inl.h", "C++", 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10, 70
"d:\Projects\nodens-engine\Plugins\ALG\vendor\spdlog\include\spdlog\details\backtracer.h", "C++", 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 12, 46
"d:\Projects\nodens-engine\Plugins\ALG\vendor\spdlog\include\spdlog\details\circular_q.h", "C++", 0, 0, 0, 0, 0, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 22, 142
"d:\Projects\nodens-engine\Plugins\ALG\vendor\spdlog\include\spdlog\details\console_globals.h", "C++", 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 33
"d:\Projects\nodens-engine\Plugins\ALG\vendor\spdlog\include\spdlog\details\file_helper-inl.h", "C++", 0, 0, 0, 0, 0, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 26, 170
"d:\Projects\nodens-engine\Plugins\ALG\vendor\spdlog\include\spdlog\details\file_helper.h", "C++", 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 11, 62
"d:\Projects\nodens-engine\Plugins\ALG\vendor\spdlog\include\spdlog\details\fmt_helper.h", "C++", 0, 0, 0, 0, 0, 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 17, 170
"d:\Projects\nodens-engine\Plugins\ALG\vendor\spdlog\include\spdlog\details\log_msg-inl.h", "C++", 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 38
"d:\Projects\nodens-engine\Plugins\ALG\vendor\spdlog\include\spdlog\details\log_msg.h", "C++", 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 38
"d:\Projects\nodens-engine\Plugins\ALG\vendor\spdlog\include\spdlog\details\log_msg_buffer-inl.h", "C++", 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11, 59
"d:\Projects\nodens-engine\Plugins\ALG\vendor\spdlog\include\spdlog\details\log_msg_buffer.h", "C++", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 9, 34
